"","LatBand","Year","SampleID","Species","Abundance"
"11731",57,1996,"56.5833_-7.4667","Lophius piscatorius",2
"11732",57,1996,"56.6_-8.4167","Lophius piscatorius",6
"11733",57,1996,"56.75_-9.0167","Lophius piscatorius",2
"11734",57.5,1996,"57.0833_-7.0333","Lophius piscatorius",1
"11735",57.5,1996,"57.2333_-8.45","Lophius piscatorius",73
"11736",58,1996,"57.6333_-8.5167","Lophius piscatorius",28
"11737",58,1996,"57.7333_-9.0833","Lophius piscatorius",3
"11738",58,1996,"57.7333_-5.9667","Lophius piscatorius",3
"11739",58,1996,"57.9667_-6.2333","Lophius piscatorius",8
"11740",58,1996,"58_-5.7833","Lophius piscatorius",7
"11741",58.5,1996,"58.0333_-8.8666","Lophius piscatorius",4
"11742",58.5,1996,"58.0667_-9.0167","Lophius piscatorius",16
"11743",58.5,1996,"58.3333_-5.9833","Lophius piscatorius",8
"11744",58.5,1996,"58.35_-5.9833","Lophius piscatorius",14
"11745",58.5,1996,"58.3833_-5.6167","Lophius piscatorius",10
"11746",58.5,1996,"58.4167_-6.0167","Lophius piscatorius",15
"11747",59,1996,"58.5167_-8.0167","Lophius piscatorius",10
"11748",59,1996,"58.6167_-5.6","Lophius piscatorius",1
"11749",59,1996,"58.7_-7.1833","Lophius piscatorius",1
"11750",59,1996,"58.7_-4.35","Lophius piscatorius",1
"11751",59,1996,"58.8333_-6.7833","Lophius piscatorius",6
"11752",59.5,1996,"59.2167_-4.15","Lophius piscatorius",23
"11753",59.5,1996,"59.35_-5.2","Lophius piscatorius",2
"11757",55.5,1997,"55.3_-5.1667","Lophius piscatorius",2
"11758",55.5,1997,"55.3667_-8.45","Lophius piscatorius",1
"11759",55.5,1997,"55.4333_-9.1833","Lophius piscatorius",4
"11760",56,1997,"55.7667_-9","Lophius piscatorius",4
"11761",56.5,1997,"56.15_-9.1","Lophius piscatorius",2
"11762",56.5,1997,"56.2167_-7.2167","Lophius piscatorius",1
"11763",56.5,1997,"56.35_-8.5","Lophius piscatorius",2
"11764",56.5,1997,"56.4333_-6.7","Lophius piscatorius",4
"11765",57,1997,"56.5833_-7.4333","Lophius piscatorius",3
"11766",57,1997,"56.6_-8.4167","Lophius piscatorius",17
"11767",57,1997,"56.7667_-6.9167","Lophius piscatorius",6
"11768",57.5,1997,"57.1167_-7.0333","Lophius piscatorius",2
"11769",57.5,1997,"57.2333_-8.4667","Lophius piscatorius",2
"11770",58,1997,"58_-5.7833","Lophius piscatorius",2
"11771",58.5,1997,"58.0125_-9.0697","Lophius piscatorius",5
"11772",58.5,1997,"58.0167_-8.85","Lophius piscatorius",2
"11773",58.5,1997,"58.2_-7.3167","Lophius piscatorius",1
"11774",58.5,1997,"58.3833_-5.7167","Lophius piscatorius",5
"11775",58.5,1997,"58.4167_-6.0333","Lophius piscatorius",5
"11776",59,1997,"58.5667_-5.6","Lophius piscatorius",2
"11777",59,1997,"58.6_-5.6","Lophius piscatorius",5
"11778",59,1997,"58.7_-4.3167","Lophius piscatorius",2
"11779",59,1997,"59_-6.8667","Lophius piscatorius",5
"11780",59.5,1997,"59.2333_-4.15","Lophius piscatorius",9
"11781",59.5,1997,"59.3333_-5.0333","Lophius piscatorius",24
"11784",55.5,1998,"55.3167_-8.4833","Lophius piscatorius",4
"11785",55.5,1998,"55.4333_-9.15","Lophius piscatorius",8
"11786",56,1998,"55.8167_-8.2333","Lophius piscatorius",26
"11787",56,1998,"55.8167_-7.65","Lophius piscatorius",14
"11788",56,1998,"55.85_-9.0167","Lophius piscatorius",2
"11789",56.5,1998,"56.3167_-8.4333","Lophius piscatorius",2
"11790",57,1998,"56.6_-8.4167","Lophius piscatorius",9
"11791",57,1998,"56.6_-7.3667","Lophius piscatorius",4
"11792",57,1998,"56.75_-9.0167","Lophius piscatorius",4
"11793",57,1998,"56.7833_-6.9","Lophius piscatorius",1
"11794",57.5,1998,"57.1667_-6.9833","Lophius piscatorius",1
"11795",58,1998,"57.55_-8.5","Lophius piscatorius",2
"11796",58,1998,"57.6167_-9.0833","Lophius piscatorius",2
"11797",58,1998,"57.9667_-6.2167","Lophius piscatorius",4
"11798",58.5,1998,"58.0167_-8.8667","Lophius piscatorius",18
"11799",58.5,1998,"58.0167_-5.7833","Lophius piscatorius",1
"11800",58.5,1998,"58.2_-7.3167","Lophius piscatorius",2
"11801",58.5,1998,"58.35_-5.9833","Lophius piscatorius",3
"11802",58.5,1998,"58.3667_-5.7333","Lophius piscatorius",2
"11803",58.5,1998,"58.4167_-6.0167","Lophius piscatorius",6
"11804",59,1998,"58.6_-5.6","Lophius piscatorius",3
"11805",59,1998,"58.7833_-6.15","Lophius piscatorius",13
"11806",59,1998,"59_-6.85","Lophius piscatorius",8
"11811",55.5,1999,"55.2667_-5.1833","Lophius piscatorius",2
"11812",55.5,1999,"55.4333_-9.2","Lophius piscatorius",6
"11813",56,1999,"55.8167_-7.7","Lophius piscatorius",6
"11814",56.5,1999,"56.2167_-9.1167","Lophius piscatorius",2
"11815",56.5,1999,"56.3167_-8.4333","Lophius piscatorius",4
"11816",56.5,1999,"56.4833_-7.4833","Lophius piscatorius",6
"11817",57,1999,"56.6_-8.4833","Lophius piscatorius",4
"11818",57,1999,"56.6167_-7.35","Lophius piscatorius",2
"11819",57,1999,"56.75_-9","Lophius piscatorius",4
"11820",57,1999,"56.7833_-6.9167","Lophius piscatorius",2
"11821",57.5,1999,"57.15_-6.9833","Lophius piscatorius",4
"11822",58,1999,"57.5667_-8.5","Lophius piscatorius",2
"11823",58,1999,"57.6167_-9.1","Lophius piscatorius",16
"11824",58,1999,"57.9667_-6.2167","Lophius piscatorius",2
"11825",58.5,1999,"58.05_-9.0167","Lophius piscatorius",6
"11826",58.5,1999,"58.3_-5.9833","Lophius piscatorius",2
"11827",58.5,1999,"58.3333_-5.9833","Lophius piscatorius",4
"11828",58.5,1999,"58.3833_-5.9833","Lophius piscatorius",4
"11829",58.5,1999,"58.3833_-5.7","Lophius piscatorius",4
"11830",58.5,1999,"58.3833_-5.6333","Lophius piscatorius",2
"11831",58.5,1999,"58.4_-6","Lophius piscatorius",2
"11832",58.5,1999,"58.5_-8.1","Lophius piscatorius",4
"11833",59.5,1999,"59.05_-6.75","Lophius piscatorius",2
"11834",59.5,1999,"59.2167_-4.05","Lophius piscatorius",2
"11835",59.5,1999,"59.3333_-5.0833","Lophius piscatorius",8
"11841",56,2000,"55.8_-9","Lophius piscatorius",4
"11842",56,2000,"55.8167_-8.2667","Lophius piscatorius",2
"11843",56,2000,"55.8167_-7.7333","Lophius piscatorius",16
"11844",56.5,2000,"56.2167_-9.1167","Lophius piscatorius",12
"11845",56.5,2000,"56.4667_-7.4667","Lophius piscatorius",2
"11846",57,2000,"56.6167_-8.3833","Lophius piscatorius",2
"11847",57,2000,"56.6167_-7.3667","Lophius piscatorius",10
"11848",57,2000,"56.7167_-8.9833","Lophius piscatorius",4
"11849",57,2000,"56.7833_-6.9","Lophius piscatorius",4
"11850",58,2000,"57.7667_-6","Lophius piscatorius",6
"11851",58,2000,"57.9667_-6.2167","Lophius piscatorius",2
"11852",58.5,2000,"58.0167_-8.85","Lophius piscatorius",2
"11853",58.5,2000,"58.3167_-6","Lophius piscatorius",6
"11854",58.5,2000,"58.3167_-5.9833","Lophius piscatorius",4
"11855",58.5,2000,"58.3833_-5.6833","Lophius piscatorius",4
"11856",58.5,2000,"58.4_-6","Lophius piscatorius",4
"11857",59,2000,"58.5667_-5.6167","Lophius piscatorius",2
"11858",59,2000,"58.5833_-5.6167","Lophius piscatorius",4
"11859",59,2000,"58.7167_-4.3333","Lophius piscatorius",2
"11860",59.5,2000,"59.0167_-6.8167","Lophius piscatorius",2
"11861",59.5,2000,"59.2167_-4.05","Lophius piscatorius",6
"11862",59.5,2000,"59.3333_-5.1167","Lophius piscatorius",2
"11868",55.5,2001,"55.3392_-8.4702","Lophius piscatorius",2
"11869",56,2001,"55.8238_-8.2635","Lophius piscatorius",2
"11870",56.5,2001,"56.1902_-9.108","Lophius piscatorius",4
"11871",57,2001,"56.6073_-8.5155","Lophius piscatorius",2
"11872",58,2001,"57.6947_-9.0947","Lophius piscatorius",4
"11873",58,2001,"57.728_-5.9747","Lophius piscatorius",4
"11874",58.5,2001,"58.2943_-6.0087","Lophius piscatorius",8
"11875",58.5,2001,"58.4107_-6.0065","Lophius piscatorius",6
"11876",59,2001,"58.55_-5.5863","Lophius piscatorius",2
"11877",59.5,2001,"59.2287_-4.0593","Lophius piscatorius",4
"11878",59.5,2001,"59.3435_-5.1167","Lophius piscatorius",4
"11885",55.5,2002,"55.3527_-8.4618","Lophius piscatorius",4
"11886",55.5,2002,"55.4543_-9.2048","Lophius piscatorius",4
"11887",56,2002,"55.8217_-8.2595","Lophius piscatorius",12
"11888",56,2002,"55.8225_-7.677","Lophius piscatorius",24
"11889",56.5,2002,"56.1727_-9.1008","Lophius piscatorius",8
"11890",56.5,2002,"56.3298_-8.4547","Lophius piscatorius",2
"11891",56.5,2002,"56.3758_-6.801","Lophius piscatorius",8
"11892",56.5,2002,"56.4815_-7.4962","Lophius piscatorius",2
"11893",57,2002,"56.7627_-6.9368","Lophius piscatorius",6
"11894",57.5,2002,"57.1375_-6.963","Lophius piscatorius",2
"11895",57.5,2002,"57.255_-8.4722","Lophius piscatorius",2
"11896",57.5,2002,"57.3082_-9.14","Lophius piscatorius",2
"11897",58,2002,"57.581_-8.5035","Lophius piscatorius",4
"11898",58,2002,"57.685_-9.0833","Lophius piscatorius",8
"11899",58,2002,"57.7437_-5.9797","Lophius piscatorius",4
"11900",58,2002,"57.751_-5.9865","Lophius piscatorius",2
"11901",58.5,2002,"58.0477_-5.7477","Lophius piscatorius",4
"11902",58.5,2002,"58.3185_-5.9992","Lophius piscatorius",8
"11903",58.5,2002,"58.4132_-6.0163","Lophius piscatorius",6
"11904",59,2002,"58.5467_-5.5833","Lophius piscatorius",14
"11905",59,2002,"58.6778_-4.1742","Lophius piscatorius",6
"11906",59.5,2002,"59.2303_-4.078","Lophius piscatorius",12
"11907",59.5,2002,"59.3442_-5.1403","Lophius piscatorius",4
"11916",55.5,2003,"55.1303_-9.3645","Lophius piscatorius",6
"11917",55.5,2003,"55.1802_-10.0507","Lophius piscatorius",2
"11918",55.5,2003,"55.2725_-5.1908","Lophius piscatorius",2
"11919",55.5,2003,"55.4178_-9.0345","Lophius piscatorius",4
"11920",56,2003,"55.8243_-7.7518","Lophius piscatorius",18
"11921",56,2003,"55.8287_-9.0057","Lophius piscatorius",12
"11922",56,2003,"55.8345_-8.3253","Lophius piscatorius",4
"11923",56,2003,"55.945_-6.6453","Lophius piscatorius",2
"11924",56.5,2003,"56.353_-8.5073","Lophius piscatorius",2
"11925",57,2003,"56.605_-8.5162","Lophius piscatorius",2
"11926",57,2003,"56.6263_-7.3635","Lophius piscatorius",12
"11927",57,2003,"56.7697_-6.921","Lophius piscatorius",4
"11928",57.5,2003,"57.1402_-6.9552","Lophius piscatorius",8
"11929",57.5,2003,"57.3035_-8.46","Lophius piscatorius",2
"11930",57.5,2003,"57.3102_-9.0625","Lophius piscatorius",8
"11931",58,2003,"57.6492_-8.52","Lophius piscatorius",2
"11932",58,2003,"57.7208_-9.0867","Lophius piscatorius",4
"11933",58,2003,"57.7487_-5.979","Lophius piscatorius",4
"11934",58,2003,"57.9275_-6.2082","Lophius piscatorius",8
"11935",58.5,2003,"58.02_-5.7728","Lophius piscatorius",10
"11936",58.5,2003,"58.0237_-5.7643","Lophius piscatorius",6
"11937",58.5,2003,"58.0467_-8.8283","Lophius piscatorius",4
"11938",58.5,2003,"58.2947_-6.0105","Lophius piscatorius",8
"11939",58.5,2003,"58.3007_-6.0043","Lophius piscatorius",8
"11940",58.5,2003,"58.3708_-6.0175","Lophius piscatorius",10
"11941",58.5,2003,"58.3927_-5.6727","Lophius piscatorius",6
"11942",58.5,2003,"58.3932_-5.6268","Lophius piscatorius",6
"11943",58.5,2003,"58.4132_-6.0183","Lophius piscatorius",14
"11944",59,2003,"58.5317_-8.0178","Lophius piscatorius",8
"11945",59,2003,"58.545_-5.5678","Lophius piscatorius",4
"11946",59,2003,"58.5845_-5.636","Lophius piscatorius",8
"11947",59,2003,"58.7105_-4.4338","Lophius piscatorius",2
"11948",59,2003,"58.7893_-6.1467","Lophius piscatorius",6
"11949",59,2003,"58.8102_-6.2682","Lophius piscatorius",6
"11950",59.5,2003,"59.2335_-4.036","Lophius piscatorius",10
"11951",59.5,2003,"59.2357_-4.0507","Lophius piscatorius",22
"11952",59.5,2003,"59.249_-6.4618","Lophius piscatorius",2
"11953",59.5,2003,"59.3477_-5.1173","Lophius piscatorius",12
"11954",60,2003,"59.6388_-5.1542","Lophius piscatorius",4
"11963",55.5,2004,"55.1613_-10.0605","Lophius piscatorius",8
"11964",56,2004,"55.82_-7.661","Lophius piscatorius",8
"11965",56.5,2004,"56.3572_-8.5115","Lophius piscatorius",4
"11966",56.5,2004,"56.419_-6.7218","Lophius piscatorius",2
"11967",56.5,2004,"56.4638_-7.4782","Lophius piscatorius",6
"11968",57,2004,"56.5518_-7.3327","Lophius piscatorius",4
"11969",57,2004,"56.7472_-6.9747","Lophius piscatorius",4
"11970",57.5,2004,"57.1112_-6.9585","Lophius piscatorius",6
"11971",57.5,2004,"57.2925_-8.4637","Lophius piscatorius",2
"11972",58,2004,"57.6448_-8.5145","Lophius piscatorius",6
"11973",58,2004,"57.7058_-9.0865","Lophius piscatorius",6
"11974",58,2004,"57.7325_-5.9738","Lophius piscatorius",4
"11975",58,2004,"57.7788_-5.9532","Lophius piscatorius",4
"11976",58.5,2004,"58.0222_-5.7723","Lophius piscatorius",8
"11977",58.5,2004,"58.0257_-8.8493","Lophius piscatorius",2
"11978",58.5,2004,"58.0278_-9.0473","Lophius piscatorius",2
"11979",58.5,2004,"58.043_-5.7622","Lophius piscatorius",4
"11980",58.5,2004,"58.32_-6.0008","Lophius piscatorius",12
"11981",58.5,2004,"58.3995_-5.5913","Lophius piscatorius",10
"11982",58.5,2004,"58.439_-6.0458","Lophius piscatorius",2
"11983",59,2004,"58.5698_-5.6195","Lophius piscatorius",2
"11984",59,2004,"58.5767_-5.6313","Lophius piscatorius",6
"11985",59,2004,"58.6722_-7.2222","Lophius piscatorius",2
"11986",59,2004,"58.7112_-4.3842","Lophius piscatorius",4
"11987",59,2004,"58.8012_-6.2433","Lophius piscatorius",2
"11988",59.5,2004,"59.2192_-4.127","Lophius piscatorius",8
"11989",59.5,2004,"59.2467_-6.4873","Lophius piscatorius",6
"11990",59.5,2004,"59.346_-5.1577","Lophius piscatorius",16
"11991",60,2004,"59.5803_-5.14","Lophius piscatorius",34
"11993",55.5,2005,"55.144_-9.3762","Lophius piscatorius",2
"11994",55.5,2005,"55.408_-8.3983","Lophius piscatorius",2
"11995",55.5,2005,"55.45_-9.219","Lophius piscatorius",2
"11996",56,2005,"55.7655_-9.0812","Lophius piscatorius",2
"11997",56,2005,"55.836_-7.7638","Lophius piscatorius",2
"11998",56.5,2005,"56.3122_-8.3867","Lophius piscatorius",2
"11999",56.5,2005,"56.4583_-7.4752","Lophius piscatorius",2
"12000",57,2005,"56.6035_-8.5225","Lophius piscatorius",2
"12001",58,2005,"57.7198_-9.0833","Lophius piscatorius",6
"12002",58.5,2005,"58.2755_-6.0167","Lophius piscatorius",2
"12003",58.5,2005,"58.3987_-5.5818","Lophius piscatorius",2
"12004",58.5,2005,"58.4587_-6.0527","Lophius piscatorius",2
"12005",59,2005,"58.5502_-5.5922","Lophius piscatorius",10
"12006",59,2005,"58.7807_-6.1755","Lophius piscatorius",2
"12007",60,2005,"59.5607_-5.1328","Lophius piscatorius",4
"12008",60,2005,"59.7718_-4.7927","Lophius piscatorius",2
"12013",55.5,2006,"55.177_-10.0537","Lophius piscatorius",10
"12014",56,2006,"55.8275_-8.325","Lophius piscatorius",2
"12015",56,2006,"55.981_-7.3057","Lophius piscatorius",2
"12016",56.5,2006,"56.192_-7.3748","Lophius piscatorius",2
"12017",56.5,2006,"56.4785_-7.4858","Lophius piscatorius",2
"12018",57,2006,"56.5607_-7.3217","Lophius piscatorius",2
"12019",57.5,2006,"57.1057_-7.0267","Lophius piscatorius",2
"12020",57.5,2006,"57.1298_-6.6925","Lophius piscatorius",2
"12021",57.5,2006,"57.3222_-8.4737","Lophius piscatorius",2
"12022",58,2006,"57.7955_-6.0023","Lophius piscatorius",2
"12023",58.5,2006,"58.0622_-9.0228","Lophius piscatorius",2
"12024",58.5,2006,"58.3482_-6.9828","Lophius piscatorius",2
"12025",58.5,2006,"58.3985_-5.6262","Lophius piscatorius",2
"12026",58.5,2006,"58.414_-6.008","Lophius piscatorius",4
"12027",59,2006,"58.7068_-4.3342","Lophius piscatorius",2
"12028",59,2006,"58.8437_-6.7997","Lophius piscatorius",4
"12029",59.5,2006,"59.238_-6.5138","Lophius piscatorius",4
"12030",60,2006,"59.7718_-4.793","Lophius piscatorius",8
"12031",55.5,2007,"55.1788_-10.0548","Lophius piscatorius",36
"12032",55.5,2007,"55.4658_-9.2533","Lophius piscatorius",4
"12033",56.5,2007,"56.2097_-9.0997","Lophius piscatorius",4
"12034",57,2007,"56.6307_-7.3537","Lophius piscatorius",4
"12035",58.5,2007,"58.1138_-6.1427","Lophius piscatorius",4
"12036",58.5,2007,"58.2767_-8.479","Lophius piscatorius",4
"12037",58.5,2007,"58.307_-8.4733","Lophius piscatorius",4
"12038",58.5,2007,"58.3862_-5.9757","Lophius piscatorius",2
"12039",58.5,2007,"58.3975_-5.6257","Lophius piscatorius",2
"12040",59,2007,"58.5032_-8.137","Lophius piscatorius",4
"12041",59,2007,"58.7082_-4.4318","Lophius piscatorius",2
"12042",59,2007,"58.8463_-6.7903","Lophius piscatorius",4
"12043",59.5,2007,"59.2407_-6.4978","Lophius piscatorius",2
"12044",59.5,2007,"59.2643_-6.357","Lophius piscatorius",14
"12045",59.5,2007,"59.3488_-5.174","Lophius piscatorius",8
"12046",56,2008,"55.818_-7.7032","Lophius piscatorius",4
"12047",56,2008,"55.8307_-8.3612","Lophius piscatorius",2
"12048",56.5,2008,"56.1938_-9.1005","Lophius piscatorius",4
"12049",57,2008,"56.6115_-7.383","Lophius piscatorius",2
"12050",57.5,2008,"57.3127_-9.066","Lophius piscatorius",2
"12051",58,2008,"57.5935_-8.5003","Lophius piscatorius",2
"12052",58,2008,"57.6615_-9.0997","Lophius piscatorius",4
"12053",58.5,2008,"58.0137_-9.065","Lophius piscatorius",6
"12054",58.5,2008,"58.2812_-9.1635","Lophius piscatorius",2
"12055",58.5,2008,"58.2817_-8.472","Lophius piscatorius",4
"12056",58.5,2008,"58.4623_-6.008","Lophius piscatorius",2
"12057",58.5,2008,"58.4832_-7.462","Lophius piscatorius",4
"12058",59,2008,"58.5218_-8.0372","Lophius piscatorius",6
"12059",59,2008,"58.8355_-6.8267","Lophius piscatorius",4
"12060",59.5,2008,"59.1922_-4.7913","Lophius piscatorius",6
"12061",59.5,2008,"59.2328_-4.0465","Lophius piscatorius",8
"12062",59.5,2008,"59.2442_-6.4753","Lophius piscatorius",8
"12063",59.5,2008,"59.348_-5.1307","Lophius piscatorius",10
"12064",60,2008,"59.5567_-5.1285","Lophius piscatorius",8
"12065",55.5,2009,"55.1743_-10.0538","Lophius piscatorius",6
"12066",58.5,2009,"58.0645_-9.0247","Lophius piscatorius",2
"12067",58.5,2009,"58.3127_-9.0823","Lophius piscatorius",2
"12068",58.5,2009,"58.319_-8.4828","Lophius piscatorius",2
"12069",59,2009,"58.5245_-8.033","Lophius piscatorius",2
"12070",59.5,2009,"59.3445_-5.1792","Lophius piscatorius",2
"12071",60,2009,"59.6065_-5.1462","Lophius piscatorius",4
"12072",55.5,2010,"55.1765_-10.0518","Lophius piscatorius",4
"12073",56,2010,"55.997_-7.2383","Lophius piscatorius",2
"12074",56.5,2010,"56.2007_-9.0998","Lophius piscatorius",4
"12075",57,2010,"56.5712_-7.3075","Lophius piscatorius",2
"12076",57,2010,"56.609_-8.4722","Lophius piscatorius",8
"12077",57,2010,"56.6312_-7.3478","Lophius piscatorius",2
"12078",57.5,2010,"57.106_-7.0338","Lophius piscatorius",4
"12079",57.5,2010,"57.3312_-8.4735","Lophius piscatorius",2
"12080",58,2010,"57.943_-8.7485","Lophius piscatorius",2
"12081",58.5,2010,"58.061_-9.0332","Lophius piscatorius",4
"12082",58.5,2010,"58.1057_-6.132","Lophius piscatorius",2
"12083",58.5,2010,"58.3928_-7.8862","Lophius piscatorius",2
"12084",59,2010,"58.8313_-6.8435","Lophius piscatorius",6
"12085",59.5,2010,"59.24_-6.4907","Lophius piscatorius",3
"12086",59.5,2010,"59.347_-5.1463","Lophius piscatorius",6
"12087",60,2010,"59.6033_-5.1555","Lophius piscatorius",8
"12088",56,1985,"55.8167_-7.9167","Lumpenus lampretaeformis",1
"12089",56.5,1985,"56.2333_-8.3833","Lumpenus lampretaeformis",2
"12090",57,1985,"56.9167_-7.0167","Lumpenus lampretaeformis",1
"12091",58,1985,"57.6167_-8.5","Lumpenus lampretaeformis",1
"12092",55.5,1986,"55.45_-4.85","Lumpenus lampretaeformis",72
"12093",58,1986,"57.7833_-6.0167","Lumpenus lampretaeformis",1
"12094",58,1986,"57.9167_-6.1833","Lumpenus lampretaeformis",1
"12095",58.5,1986,"58.0667_-5.7667","Lumpenus lampretaeformis",23
"12096",55.5,1987,"55.3_-5.1833","Lumpenus lampretaeformis",6
"12097",55.5,1987,"55.4667_-4.8","Lumpenus lampretaeformis",59
"12098",58,1987,"57.9667_-6.2333","Lumpenus lampretaeformis",1
"12099",58.5,1987,"58.1167_-5.7167","Lumpenus lampretaeformis",2
"12100",55.5,1988,"55.3667_-6.7667","Lumpenus lampretaeformis",3
"12101",55.5,1988,"55.4667_-4.8","Lumpenus lampretaeformis",14
"12102",58.5,1988,"58.0833_-5.7","Lumpenus lampretaeformis",3
"12103",55.5,1989,"55.2667_-5.2333","Lumpenus lampretaeformis",2
"12104",55.5,1989,"55.45_-4.8","Lumpenus lampretaeformis",21
"12105",55.5,1989,"55.5_-4.85","Lumpenus lampretaeformis",8
"12106",58,1989,"57.9167_-6.2","Lumpenus lampretaeformis",1
"12107",55.5,1990,"55.4667_-4.7833","Lumpenus lampretaeformis",22
"12108",58.5,1990,"58.0167_-5.7667","Lumpenus lampretaeformis",3
"12109",55.5,1991,"55.3_-5.1833","Lumpenus lampretaeformis",5
"12110",55.5,1991,"55.4667_-4.7833","Lumpenus lampretaeformis",38
"12111",58,1991,"57.9167_-6.2","Lumpenus lampretaeformis",6
"12112",58,1991,"57.9833_-6.25","Lumpenus lampretaeformis",4
"12113",58,1991,"58_-5.8","Lumpenus lampretaeformis",63
"12114",58,1991,"58_-5.7833","Lumpenus lampretaeformis",28
"12115",58.5,1991,"58.2499_-5.9801","Lumpenus lampretaeformis",3
"12116",58.5,1991,"58.3167_-5.865","Lumpenus lampretaeformis",9
"12117",58.5,1991,"58.3833_-5.6667","Lumpenus lampretaeformis",2
"12118",58.5,1991,"58.4_-5.6833","Lumpenus lampretaeformis",1
"12119",58.5,1991,"58.43_-6.05","Lumpenus lampretaeformis",2
"12120",59.5,1991,"59.2_-6.25","Lumpenus lampretaeformis",17
"12121",55.5,1992,"55.2167_-5.2","Lumpenus lampretaeformis",8
"12122",55.5,1992,"55.4333_-4.8833","Lumpenus lampretaeformis",91
"12123",58,1992,"57.9333_-6.2525","Lumpenus lampretaeformis",1
"12124",58,1992,"57.9833_-5.814","Lumpenus lampretaeformis",7
"12125",55.5,1993,"55.2833_-5.1667","Lumpenus lampretaeformis",4
"12126",55.5,1993,"55.45_-7.5","Lumpenus lampretaeformis",2
"12127",55.5,1993,"55.45_-4.8","Lumpenus lampretaeformis",133
"12128",58.5,1993,"58.05_-5.7333","Lumpenus lampretaeformis",19
"12129",58.5,1993,"58.2833_-6","Lumpenus lampretaeformis",2
"12130",58.5,1993,"58.3667_-5.9667","Lumpenus lampretaeformis",3
"12131",55.5,1994,"55.2833_-5.1667","Lumpenus lampretaeformis",1
"12132",55.5,1994,"55.45_-4.7833","Lumpenus lampretaeformis",51
